chr pos between within.both pubescens formosa
Chr_01 215000 0.1207166716 0.1132153 0.091427961 0.135002639
Chr_01 220000 0.1191800692 0.116072922 0.095239602 0.136906242
Chr_01 225000 0.1219803048 0.1154698155 0.088491525 0.142448106
Chr_01 230000 0.1236565944 0.1169386 0.090606099 0.143271101
Chr_01 235000 0.1159057868 0.1092160005 0.091720101 0.1267119
Chr_01 240000 0.1175960052 0.11254398 0.094944142 0.130143818
Chr_01 245000 0.1016733108 0.0993385145 0.088695686 0.109981343
Chr_01 250000 0.097993322 0.0973428605 0.08427252 0.110413201
Chr_01 255000 0.10438661 0.103949936 0.084087851 0.123812021
Chr_01 260000 0.1020461196 0.0955139975 0.087956104 0.103071891
Chr_01 265000 0.1091655716 0.0946987005 0.086526522 0.102870879
Chr_01 270000 0.1051184252 0.0930759845 0.076254907 0.109897062
Chr_01 275000 0.1022307468 0.100213987 0.072113145 0.128314829
Chr_01 280000 0.1084556256 0.098359439 0.080378821 0.116340057
Chr_01 285000 0.1166897904 0.104475837 0.085693067 0.123258607
Chr_01 290000 0.1157780076 0.1132368485 0.091570082 0.134903615
Chr_01 295000 0.1055050904 0.0998199885 0.085459403 0.114180574
Chr_01 300000 0.0856051436 0.084609565 0.069139446 0.100079684
Chr_01 305000 0.086850602 0.088781281 0.069802029 0.107760533
Chr_01 310000 0.1082151384 0.112830535 0.088752844 0.136908226
Chr_01 315000 0.0958824376 0.0953167255 0.082877794 0.107755657
Chr_01 320000 0.1063693968 0.086464989 0.082304589 0.090625389
Chr_01 325000 0.1183915288 0.094327397 0.092507445 0.096147349
Chr_01 330000 0.1172673548 0.1095494065 0.084246811 0.134852002
Chr_01 335000 0.1310501052 0.1171072615 0.098836101 0.135378422
Chr_01 340000 0.1451229736 0.1268616335 0.098400667 0.1553226
Chr_01 345000 0.1387856584 0.119834281 0.086827073 0.152841489
Chr_01 350000 0.1408989944 0.1096993405 0.082476422 0.136922259
Chr_01 355000 0.1446091176 0.1077307 0.085222518 0.130238882
Chr_01 360000 0.1329775036 0.120106269 0.093670172 0.146542366
Chr_01 365000 0.133049 0.1166236215 0.091990218 0.141257025
Chr_01 370000 0.127853966 0.109758079 0.091894865 0.127621293
Chr_01 375000 0.102067288 0.093836823 0.080435308 0.107238338
Chr_01 380000 0.1056889128 0.0996909105 0.078738634 0.120643187
Chr_01 385000 0.1220599632 0.114485309 0.097397505 0.131573113
Chr_01 390000 0.1171491916 0.097665841 0.094090008 0.101241674
Chr_01 395000 0.1201553292 0.095850804 0.085910999 0.105790609
Chr_01 400000 0.1218647 0.1005098995 0.093035304 0.107984495
Chr_01 405000 0.1183332912 0.0990619755 0.090186801 0.10793715
Chr_01 410000 0.1171919128 0.102312481 0.082323152 0.12230181
Chr_01 415000 0.1104633744 0.1013591825 0.077759871 0.124958494
Chr_01 420000 0.1193634648 0.113573117 0.087759058 0.139387176
Chr_01 425000 0.1244859304 0.1228946865 0.095904771 0.149884602
Chr_01 430000 0.0947280684 0.0884619505 0.072542626 0.104381275
Chr_01 435000 0.099346766 0.0894218045 0.072537822 0.106305787
Chr_01 440000 0.1173397756 0.1055394475 0.092683147 0.118395748
Chr_01 445000 0.115970304 0.103025212 0.104824003 0.101226421
Chr_01 450000 0.1010847084 0.0865285295 0.087078815 0.085978244
Chr_01 455000 0.1305361768 0.099525752 0.086627676 0.112423828
Chr_01 460000 0.1370233128 0.1071979155 0.088229163 0.126166668
Chr_01 465000 0.1123543056 0.1076020605 0.095982366 0.119221755
Chr_01 470000 0.1094909772 0.1090044785 0.099376549 0.118632408
Chr_01 475000 0.095188388 0.097940337 0.084081938 0.111798736
Chr_01 480000 0.115505078 0.1092254905 0.096746022 0.121704959
Chr_01 485000 0.1252960556 0.120787595 0.097640409 0.143934781
Chr_01 490000 0.116640982 0.115226741 0.087081112 0.14337237
Chr_01 495000 0.125308678 0.107847969 0.09259948 0.123096458
Chr_01 500000 0.1270580552 0.110718027 0.09225631 0.129179744
Chr_01 505000 0.1291612332 0.110928733 0.07936146 0.142496006
Chr_01 510000 0.1418301448 0.123541189 0.095373435 0.151708943
Chr_01 515000 0.115229488 0.100817695 0.082537618 0.119097772
Chr_01 520000 0.0709724164 0.0583718215 0.05490893 0.061834713
Chr_01 525000 0.0669455764 0.0564145365 0.054694473 0.0581346
Chr_01 530000 0.1347973208 0.10978262 0.073727671 0.145837569
Chr_01 535000 0.1421488492 0.1262086705 0.093583579 0.158833762
Chr_01 540000 0.12591018 0.113989538 0.103322635 0.124656441
Chr_01 545000 0.131009422 0.117298792 0.083167691 0.151429893
Chr_01 550000 0.124804674 0.118678587 0.074983435 0.162373739
Chr_01 555000 0.1143427232 0.1082801525 0.086749926 0.129810379
Chr_01 560000 0.1312327584 0.1107588135 0.092279749 0.129237878
Chr_01 565000 0.1283356192 0.1226588215 0.088273091 0.157044552
Chr_01 570000 0.1348972192 0.127705424 0.087864649 0.167546199
Chr_01 575000 0.1512560016 0.136853298 0.109178238 0.164528358
Chr_01 580000 0.138544056 0.128396204 0.114655968 0.14213644
Chr_01 585000 0.1186240236 0.109175878 0.086534071 0.131817685
Chr_01 590000 0.1411921468 0.1224205885 0.097110145 0.147731032
Chr_01 595000 0.1365254632 0.115308487 0.087870216 0.142746758
Chr_01 600000 0.1189906176 0.1023850765 0.071047084 0.133723069
Chr_01 605000 0.1249621472 0.0986329205 0.077135478 0.120130363
Chr_01 610000 0.1376053184 0.1018779185 0.088564437 0.1151914
Chr_01 615000 0.13479772 0.1072325935 0.087973265 0.126491922
Chr_01 620000 0.1500073096 0.1311582205 0.090718399 0.171598042
Chr_01 625000 0.1624318832 0.1491099215 0.096512158 0.201707685
Chr_01 630000 0.1370022708 0.1081760155 0.090545451 0.12580658
Chr_01 635000 0.1227432168 0.1013378215 0.083775987 0.118899656
Chr_01 640000 0.1185345976 0.102771468 0.082229128 0.123313808
Chr_01 645000 0.1399163828 0.1233351785 0.099012502 0.147657855
Chr_01 650000 0.1386804124 0.11543772 0.093927819 0.136947621
Chr_01 655000 0.1188351564 0.098112544 0.081295653 0.114929435
Chr_01 660000 0.099278378 0.0922772425 0.075336954 0.109217531
Chr_01 665000 0.1063619952 0.1035407535 0.089610092 0.117471415
Chr_01 670000 0.1174623244 0.1142818645 0.106175017 0.122388712
Chr_01 675000 0.116355614 0.111383704 0.104931847 0.117835561
Chr_01 680000 0.104029242 0.09943338 0.087506969 0.111359791
Chr_01 685000 0.1056253856 0.1033056925 0.089979971 0.116631414
Chr_01 690000 0.1166451188 0.109661117 0.097302514 0.12201972
Chr_01 695000 0.1263303844 0.114018829 0.099739011 0.128298647
Chr_01 700000 0.1180800656 0.1062959405 0.08670342 0.125888461
Chr_01 705000 0.1056915136 0.0991504465 0.08134681 0.116954083
Chr_01 710000 0.1092710728 0.1028330865 0.083622317 0.122043856
Chr_01 715000 0.1074956872 0.1017729765 0.083872693 0.11967326
Chr_01 720000 0.1105072816 0.105949611 0.094862415 0.117036807
Chr_01 725000 0.139790806 0.133360947 0.121567009 0.145154885
Chr_01 730000 0.1500014532 0.138576358 0.136745214 0.140407502
Chr_01 735000 0.141002538 0.12557216 0.122224614 0.128919706
Chr_01 740000 0.1474966424 0.1216367505 0.117875206 0.125398295
Chr_01 745000 0.1365755088 0.1215941645 0.114976622 0.128211707
Chr_01 750000 0.1282297804 0.12699158 0.113029428 0.140953732
Chr_01 755000 0.116043694 0.1112673885 0.102224079 0.120310698
Chr_01 760000 0.0986423056 0.088554493 0.085423631 0.091685355
Chr_01 765000 0.106773522 0.0922748995 0.088281568 0.096268231
Chr_01 770000 0.1293480164 0.104098898 0.108170958 0.100026838
Chr_01 775000 0.148278214 0.1118524095 0.11177232 0.111932499
Chr_01 780000 0.1846662452 0.113931912 0.103329056 0.124534768
Chr_01 785000 0.181996874 0.1074667085 0.097577951 0.117355466
Chr_01 790000 0.1742124244 0.1061017 0.090087096 0.122116304
Chr_01 795000 0.1922471556 0.114016575 0.091837951 0.136195199
Chr_01 800000 0.1612305628 0.1068117595 0.088837648 0.124785871
Chr_01 805000 0.1360249236 0.1041174825 0.084895808 0.123339157
Chr_01 810000 0.1219103056 0.1000405605 0.086114756 0.113966365
Chr_01 815000 0.110984728 0.096156097 0.082094796 0.110217398
Chr_01 820000 0.1237615836 0.106979039 0.084595227 0.129362851
Chr_01 825000 0.1057483692 0.0916597725 0.084525551 0.098793994
Chr_01 830000 0.1049877732 0.0907889655 0.086502679 0.095075252
Chr_01 835000 0.1101450876 0.1006375885 0.094624831 0.106650346
Chr_01 840000 0.0987658636 0.09558851 0.087734089 0.103442931
Chr_01 845000 0.0941332132 0.092405927 0.079548938 0.105262916
Chr_01 850000 0.079222122 0.077760805 0.070172952 0.085348658
Chr_01 855000 0.0825727108 0.077122262 0.072766303 0.081478221
Chr_01 860000 0.1109998004 0.091432098 0.081343085 0.101521111
Chr_01 865000 0.132006162 0.1059635185 0.087443383 0.124483654
Chr_01 870000 0.1253085992 0.0893614875 0.083981248 0.094741727
Chr_01 875000 0.1205484 0.0858337875 0.084993857 0.086673718
Chr_01 880000 0.1184018104 0.08987091 0.090525129 0.089216691
Chr_01 885000 0.123055478 0.105130169 0.101059112 0.109201226
Chr_01 890000 0.1127293948 0.0630102825 0.060716006 0.065304559
Chr_01 895000 0.1057828912 0.086485196 0.076284388 0.096686004
Chr_01 900000 0.1055298552 0.090471091 0.078572114 0.102370068
Chr_01 905000 0.1021238596 0.090612781 0.085674023 0.095551539
Chr_01 910000 0.1003988496 0.092011447 0.092639259 0.091383635
Chr_01 915000 0.1027511344 0.093506174 0.087090561 0.099921787
Chr_01 920000 0.1019780472 0.094621843 0.088330834 0.100912852
Chr_01 925000 0.1040917732 0.0984864095 0.092848638 0.104124181
Chr_01 930000 0.1171876928 0.1156435945 0.094756649 0.13653054
Chr_01 935000 0.119436056 0.1179825655 0.104576404 0.131388727
Chr_01 940000 0.1117889884 0.111177963 0.102953995 0.119401931
Chr_01 945000 0.1133798904 0.1066100415 0.101582045 0.111638038
Chr_01 950000 0.1214586372 0.109767838 0.103787907 0.115747769
Chr_01 955000 0.128775304 0.118389908 0.110513058 0.126266758
Chr_01 960000 0.119812698 0.1048572605 0.100680451 0.10903407
Chr_01 965000 0.1008381648 0.0812784825 0.078073378 0.084483587
Chr_01 970000 0.1094284248 0.090804102 0.079975036 0.101633168
Chr_01 975000 0.1035066512 0.088156803 0.075103094 0.101210512
Chr_01 980000 0.0980157676 0.0842386265 0.069652441 0.098824812
Chr_01 985000 0.1071163212 0.088190958 0.069609584 0.106772332
Chr_01 990000 0.1074595132 0.0867941325 0.074050653 0.099537612
Chr_01 995000 0.1294217488 0.1029281325 0.091865378 0.113990887
Chr_01 1000000 0.125644968 0.1032130205 0.088811014 0.117615027
Chr_01 1005000 0.1155324544 0.1005690645 0.08065682 0.120481309
Chr_01 1010000 0.1118351548 0.104676932 0.089510319 0.119843545
Chr_01 1015000 0.119202042 0.11466601 0.104100518 0.125231502
Chr_01 1020000 0.1277972492 0.120275712 0.112896465 0.127654959
Chr_01 1025000 0.1129628604 0.106607673 0.097905408 0.115309938
Chr_01 1030000 0.1224977092 0.115566196 0.10720789 0.123924502
Chr_01 1035000 0.1131125552 0.1073709045 0.092117606 0.122624203
Chr_01 1040000 0.102884984 0.097682025 0.07591373 0.11945032
Chr_01 1045000 0.1057256096 0.098305744 0.086473975 0.110137513
Chr_01 1050000 0.1054742496 0.096213064 0.085699571 0.106726557
Chr_01 1055000 0.1105498584 0.094952326 0.085907978 0.103996674
Chr_01 1060000 0.111943486 0.099723715 0.091830241 0.107617189
Chr_01 1065000 0.129030648 0.114366002 0.09773242 0.130999584
Chr_01 1070000 0.121914324 0.1072866875 0.092922693 0.121650682
Chr_01 1075000 0.0979647852 0.0882957065 0.081743611 0.094847802
Chr_01 1080000 0.1065437516 0.0982547015 0.083433359 0.113076044
Chr_01 1085000 0.108913594 0.1031346805 0.076617358 0.129652003
Chr_01 1090000 0.1030388308 0.097710594 0.07304743 0.122373758
Chr_01 1095000 0.1026052676 0.092099089 0.077473626 0.106724552
Chr_01 1100000 0.1170599512 0.098568047 0.092267666 0.104868428
Chr_01 1105000 0.1238689408 0.1067002345 0.103097187 0.110303282
Chr_01 1110000 0.1425268284 0.140093991 0.099663143 0.180524839
Chr_01 1115000 0.1385767208 0.1244093285 0.138176311 0.110642346
Chr_01 1120000 0.1407905532 0.121776187 0.144852679 0.098699695
Chr_01 1125000 0 0 0 0
Chr_01 1130000 0.1265387332 0.096445788 0.088038425 0.104853151
Chr_01 1135000 0.0973463556 0.089379619 0.08000217 0.098757068
Chr_01 1140000 0.0879480608 0.0854205745 0.070493878 0.100347271
Chr_01 1145000 0.0897940104 0.087158071 0.068022879 0.106293263
Chr_01 1150000 0.12667264 0.112495385 0.100774731 0.124216039
Chr_01 1155000 0.1353380388 0.117186245 0.11714721 0.11722528
Chr_01 1160000 0.1421245924 0.1165473745 0.113230152 0.119864597
Chr_01 1165000 0.0779297564 0.0635213915 0.059253967 0.067788816
Chr_01 1170000 0.086101966 0.062475038 0.056470106 0.06847997
Chr_01 1175000 0.1722376812 0.0889673055 0.075438925 0.102495686
Chr_01 1180000 0.1178388448 0.0946398745 0.091820887 0.097458862
Chr_01 1185000 0.1163400364 0.0930635565 0.079645366 0.106481747
Chr_01 1190000 0.1153275392 0.0929771105 0.084173336 0.101780885
Chr_01 1195000 0.1368320804 0.096773702 0.086971528 0.106575876
Chr_01 1200000 0.174055904 0.105915618 0.08204511 0.129786126
Chr_01 1205000 0.1670974692 0.095998706 0.073001904 0.118995508
Chr_01 1210000 0.1326303272 0.0975655785 0.085791733 0.109339424
Chr_01 1215000 0.1236155116 0.1074067335 0.100753707 0.11405976
Chr_01 1220000 0.1186173132 0.1129266035 0.106961651 0.118891556
Chr_01 1225000 0.1118831944 0.111857322 0.105860535 0.117854109
Chr_01 1230000 0.1232425988 0.112970448 0.097254037 0.128686859
Chr_01 1235000 0.1317095404 0.118062182 0.095828871 0.140295493
Chr_01 1240000 0.1248200868 0.113327216 0.095503146 0.131151286
Chr_01 1245000 0.1329365776 0.1091312445 0.103306539 0.11495595
Chr_01 1250000 0.1285241832 0.1068086595 0.091821676 0.121795643
Chr_01 1255000 0.1202842664 0.106277706 0.088412846 0.124142566
Chr_01 1260000 0.1437834692 0.119917614 0.096479707 0.143355521
Chr_01 1265000 0.1467790488 0.111425323 0.086920702 0.135929944
Chr_01 1270000 0.1545886012 0.100597279 0.077850996 0.123343562
Chr_01 1275000 0.1479690992 0.098029296 0.078628746 0.117429846
Chr_01 1280000 0.1344962356 0.1041916125 0.089772075 0.11861115
Chr_01 1285000 0.1246038076 0.1074181535 0.095115263 0.119721044
Chr_01 1290000 0.1194864092 0.1074738265 0.088722852 0.126224801
Chr_01 1295000 0.1188147592 0.1051112515 0.082610349 0.127612154
Chr_01 1300000 0.1086813708 0.0992935075 0.083728224 0.114858791
Chr_01 1305000 0.097730104 0.0910034645 0.084037167 0.097969762
Chr_01 1310000 0.0912717152 0.0851990835 0.077429485 0.092968682
Chr_01 1315000 0.1164882032 0.101669399 0.084491031 0.118847767
Chr_01 1320000 0.1303411808 0.1047826365 0.085771052 0.123794221
Chr_01 1325000 0.1329224696 0.1031178165 0.087237915 0.118997718
Chr_01 1330000 0.1435186868 0.1162184605 0.110878288 0.121558633
Chr_01 1335000 0.146028596 0.113617792 0.10015577 0.127079814
Chr_01 1340000 0.1183868712 0.097739215 0.077773168 0.117705262
Chr_01 1345000 0.1062365424 0.0965281115 0.073507191 0.119549032
Chr_01 1350000 0.142964478 0.102337208 0.09080625 0.113868166
Chr_01 1355000 0.1625210268 0.1042069845 0.098605626 0.109808343
Chr_01 1360000 0.1673139676 0.104581595 0.102628169 0.106535021
Chr_01 1365000 0.127178508 0.0994721835 0.087978423 0.110965944
Chr_01 1370000 0.1315805856 0.1044340575 0.089910441 0.118957674
Chr_01 1375000 0.1270335864 0.105022365 0.084967986 0.125076744
Chr_01 1380000 0.1352541336 0.1099681925 0.074003094 0.145933291
Chr_01 1385000 0.1336357456 0.119426147 0.111370302 0.127481992
Chr_01 1390000 0.131000394 0.1144327895 0.104504367 0.124361212
Chr_01 1395000 0.1370076276 0.111816971 0.104451335 0.119182607
Chr_01 1400000 0.1497323116 0.1060935055 0.094098516 0.118088495
Chr_01 1405000 0.1505656928 0.1025287455 0.099868517 0.105188974
Chr_01 1410000 0.1420950528 0.1112724875 0.107631299 0.114913676
Chr_01 1415000 0.137279024 0.114170777 0.106478254 0.1218633
Chr_01 1420000 0.1466204064 0.104127125 0.099169914 0.109084336
Chr_01 1425000 0.1461273192 0.101370765 0.090516417 0.112225113
Chr_01 1430000 0.1264981068 0.1016682065 0.091323849 0.112012564
Chr_01 1435000 0.1314753364 0.0933673175 0.089386159 0.097348476
Chr_01 1440000 0.1601564848 0.1097601275 0.09775791 0.121762345
Chr_01 1445000 0.1693042768 0.121375382 0.103046865 0.139703899
Chr_01 1450000 0.112877218 0.1010085495 0.09420978 0.107807319
Chr_01 1455000 0.1518369248 0.093756531 0.084683986 0.102829076
Chr_01 1460000 0.172868538 0.089584966 0.079590235 0.099579697
Chr_01 1465000 0.0426082464 0.0438861015 0.03904371 0.048728493
Chr_01 1470000 0.0426082464 0.0438861015 0.03904371 0.048728493
Chr_01 1475000 0.2136275624 0.1157727165 0.075432568 0.156112865
Chr_01 1480000 0.2085598584 0.128258747 0.082278275 0.174239219
Chr_01 1485000 0.1828108124 0.153457971 0.109695478 0.197220464
Chr_01 1490000 0.1740253876 0.1333938915 0.100574813 0.16621297
Chr_01 1495000 0.1594805372 0.1221322555 0.073196013 0.171068498
Chr_01 1500000 0.1456612984 0.1203887555 0.079193122 0.161584389
Chr_01 1505000 0.1222877456 0.106238302 0.089490553 0.122986051
Chr_01 1510000 0.1389292592 0.1158929915 0.104078905 0.127707078
Chr_01 1515000 0.1528283392 0.1157576995 0.117400013 0.114115386
Chr_01 1520000 0.138677952 0.1084883245 0.107020593 0.109956056
Chr_01 1525000 0.1233666204 0.104567525 0.100278197 0.108856853
Chr_01 1530000 0.1358495652 0.10865342 0.10510556 0.11220128
Chr_01 1535000 0.1313256836 0.096827855 0.080334181 0.113321529
Chr_01 1540000 0.1293824132 0.0999929895 0.079875954 0.120110025
Chr_01 1545000 0.1180625196 0.1078539025 0.086168774 0.129539031
Chr_01 1550000 0.1108202836 0.101916298 0.081840829 0.121991767
Chr_01 1555000 0.129792838 0.1097585455 0.083750742 0.135766349
Chr_01 1560000 0.1219817724 0.103632352 0.078881742 0.128382962
Chr_01 1565000 0.1189689644 0.099994781 0.078860779 0.121128783
Chr_01 1570000 0.1218856376 0.108574265 0.074269591 0.142878939
Chr_01 1575000 0.117858158 0.1110045575 0.074132018 0.147877097
Chr_01 1580000 0.1047438216 0.095501748 0.081402376 0.10960112
Chr_01 1585000 0.1207530192 0.099515458 0.086543832 0.112487084
Chr_01 1590000 0.1291643552 0.1064758725 0.091352329 0.121599416
Chr_01 1595000 0.0917443128 0.0817269205 0.068215648 0.095238193
Chr_01 1600000 0.0853756772 0.080462608 0.067384469 0.093540747
Chr_01 1605000 0.110085568 0.1021600355 0.092556112 0.111763959
Chr_01 1610000 0.1118143332 0.10391177 0.090718679 0.117104861
Chr_01 1615000 0.117806116 0.1080485905 0.089958213 0.126138968
Chr_01 1620000 0.1205892112 0.109249551 0.09172121 0.126777892
Chr_01 1625000 0.120755248 0.110318059 0.089372364 0.131263754
Chr_01 1630000 0.118085566 0.112096022 0.08784557 0.136346474
Chr_01 1635000 0.1152651988 0.105315639 0.081597535 0.129033743
Chr_01 1640000 0.1291411504 0.1059947665 0.078514764 0.133474769
Chr_01 1645000 0.13856482 0.1128368735 0.089208645 0.136465102
Chr_01 1650000 0.1327863308 0.113778524 0.101936053 0.125620995
Chr_01 1655000 0.1106486204 0.1010471275 0.087887195 0.11420706
Chr_01 1660000 0.1389885632 0.098926553 0.083852524 0.114000582
Chr_01 1665000 0.1506158656 0.1092474885 0.095021925 0.123473052
Chr_01 1670000 0.109332626 0.1107052745 0.095443101 0.125967448
Chr_01 1675000 0.1114113012 0.1074551215 0.090640989 0.124269254
Chr_01 1680000 0.0969352228 0.0926920625 0.076766081 0.108618044
Chr_01 1685000 0.0999996136 0.0980945385 0.084090695 0.112098382
Chr_01 1690000 0.1209555928 0.115159953 0.098907115 0.131412791
Chr_01 1695000 0.1096647336 0.0996810445 0.092933964 0.106428125
Chr_01 1700000 0.1089213644 0.1001988345 0.092484231 0.107913438
Chr_01 1705000 0.1254939876 0.112026572 0.103109839 0.120943305
Chr_01 1710000 0.1237709004 0.109284249 0.109683579 0.108884919
Chr_01 1715000 0.129125744 0.107996642 0.112022485 0.103970799
Chr_01 1720000 0.1325410884 0.1104083015 0.102513713 0.11830289
Chr_01 1725000 0.1224229228 0.109227349 0.089796587 0.128658111
Chr_01 1730000 0.1245338308 0.113694831 0.092770654 0.134619008
Chr_01 1735000 0.1489883012 0.1407006035 0.10181209 0.179589117
Chr_01 1740000 0.154242298 0.1279911905 0.096862194 0.159120187
Chr_01 1745000 0.1347114664 0.098714512 0.081026884 0.11640214
Chr_01 1750000 0.1461998732 0.104871569 0.091330926 0.118412212
Chr_01 1755000 0.1508563628 0.115095415 0.109149085 0.121041745
Chr_01 1760000 0.1237110548 0.106930074 0.09739518 0.116464968
Chr_01 1765000 0.132842138 0.1019123 0.093200082 0.110624518
Chr_01 1770000 0.1308650808 0.10923224 0.089391989 0.129072491
Chr_01 1775000 0.1271454232 0.1117616995 0.086852905 0.136670494
Chr_01 1780000 0.1199023684 0.099123934 0.078306067 0.119941801
Chr_01 1785000 0.100965662 0.093191116 0.077155621 0.109226611
Chr_01 1790000 0.1112336608 0.104520849 0.096541823 0.112499875
Chr_01 1795000 0.1240490056 0.109466272 0.103676175 0.115256369
Chr_01 1800000 0.1235506584 0.112806955 0.096947771 0.128666139
Chr_01 1805000 0.1185941724 0.105232275 0.090526652 0.119937898
Chr_01 1810000 0.0928592184 0.0827320115 0.074359738 0.091104285
Chr_01 1815000 0.0944838376 0.093022646 0.085607397 0.100437895
Chr_01 1820000 0.1154539276 0.112414193 0.10154449 0.123283896
Chr_01 1825000 0.1132467728 0.1009750835 0.084017028 0.117933139
Chr_01 1830000 0.117942886 0.1094409555 0.089273005 0.129608906
Chr_01 1835000 0.1268748296 0.1176904995 0.104292537 0.131088462
Chr_01 1840000 0.1406190788 0.119522204 0.122164369 0.116880039
Chr_01 1845000 0.1331578824 0.1161244195 0.11816271 0.114086129
Chr_01 1850000 0.12248738 0.118854768 0.107123988 0.130585548
Chr_01 1855000 0.1351246396 0.1251677375 0.096499856 0.153835619
Chr_01 1860000 0.0937016904 0.0795109665 0.06290358 0.096118353
Chr_01 1865000 0.0910742184 0.078069932 0.066135397 0.090004467
Chr_01 1870000 0.0942566964 0.0925331515 0.079259788 0.105806515
Chr_01 1875000 0.0859436968 0.0826288485 0.060992937 0.10426476
Chr_01 1880000 0.0812698552 0.073813938 0.064664168 0.082963708
Chr_01 1885000 0.0936422148 0.0806723035 0.074014455 0.087330152
Chr_01 1890000 0.1131351872 0.097857652 0.094523908 0.101191396
Chr_01 1895000 0.1123328292 0.1003178825 0.086770757 0.113865008
Chr_01 1900000 0.1142467212 0.1015071045 0.0810668 0.121947409
Chr_01 1905000 0.1302212212 0.118944151 0.094237921 0.143650381
Chr_01 1910000 0.142021332 0.1210460325 0.094596272 0.147495793
Chr_01 1915000 0.1432862644 0.1075488815 0.087077771 0.128019992
Chr_01 1920000 0.1564174708 0.10785739 0.086886685 0.128828095
Chr_01 1925000 0.1706943068 0.1020004035 0.091386429 0.112614378
Chr_01 1930000 0.17206343 0.100190159 0.093955114 0.106425204
Chr_01 1935000 0.1579514824 0.098166299 0.090511573 0.105821025
Chr_01 1940000 0.0959079368 0.087848149 0.079441927 0.096254371
Chr_01 1945000 0.1089468744 0.1038952185 0.090628995 0.117161442
Chr_01 1950000 0.13494176 0.127894236 0.10939622 0.146392252
Chr_01 1955000 0.1138901748 0.1041332115 0.076329315 0.131937108
Chr_01 1960000 0.1027754712 0.0946388685 0.074124975 0.115152762
Chr_01 1965000 0.097150814 0.090602041 0.074677293 0.106526789
Chr_01 1970000 0.1062969976 0.099995992 0.081589691 0.118402293
Chr_01 1975000 0.1150733076 0.107406131 0.088066565 0.126745697
Chr_01 1980000 0.1287330132 0.1107666175 0.089311238 0.132221997
Chr_01 1985000 0.1268924304 0.1110622125 0.09595641 0.126168015
Chr_01 1990000 0.110166238 0.1071596425 0.105615415 0.10870387
Chr_01 1995000 0.1099208636 0.1066013215 0.108171014 0.105031629
Chr_01 2000000 0.1090931276 0.10263792 0.097760488 0.107515352
Chr_01 2005000 0.1115959768 0.102191078 0.089748452 0.114633704
Chr_01 2010000 0.129223452 0.1042138225 0.087420065 0.12100758
